INSERT INTO `alumno` VALUES ('20150001', 'Almaraz', 'Remigio', 'Manuel Alejandro', 'Ma Elena', 'priv macadamia', 'Huehuetoca', 54689, '5519093222', '5545746226', '15/16');
INSERT INTO `alumno` VALUES ('20150867', 'VEL', 'P', 'MARTIN', 'JAVIER', 'Calle constinuacion 367', 'Huehuetoca', 19663, '176550655.7', '176550655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150868', 'VEL', 'P', 'PERPETUA', 'MARTA', 'Calle constinuacion 368', 'Coacalco', 17875, '172551655.7', '172551655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150869', 'VEL', 'RAM', 'ALBA', 'DIANA', 'Calle constinuacion 369', 'Tultitlan', 16087, '168552655.7', '168552655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150870', 'VEL', 'RESTREPO', 'SOL', 'MARLON', 'Calle constinuacion 370', 'Cuatitlan', 54122, '164553655.7', '164553655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150871', 'VELEZ', 'CASTA', 'ALBERTO', 'ANGELICA', 'Calle constinuacion 371', 'Naucalpan', 5199, '160554655.7', '160554655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150872', 'VELEZ', 'OCHOA', 'CARLOS', 'JUAN', 'Calle constinuacion 372', 'Huehuetoca', 58999, '156555655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150873', 'VERGARA', 'OLAYA', 'NANCY', 'GERARDO', 'Calle constinuacion 373', 'Coacalco', 57211, '152556655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150874', 'VERGARA', 'RUIZ', 'GERMAN', 'GUSTAVO', 'Calle constinuacion 374', 'Tultitlan', 55423, '148557655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150875', 'VICTORIA', 'CASANAS', 'NESTOR', 'BIBIANA', 'Calle constinuacion 375', 'Cuatitlan', 53635, '144558655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150876', 'VILLADA', 'CARDONA', 'JAVIER', 'MARIUXIS', 'Calle constinuacion 376', 'Naucalpan', 51847, '140559655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150877', 'VILLADA', 'CARDONA', 'MARTA', 'MAR', 'Calle constinuacion 377', 'Huehuetoca', 50059, '136560655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150878', 'VILLALBA', 'LEAL', 'DIANA', 'RAMON', 'Calle constinuacion 378', 'Coacalco', 48271, '132561655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150879', 'VILLAR', 'G', 'MARLON', 'GLORIA', 'Calle constinuacion 379', 'Tultitlan', 46483, '128562655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150880', 'VILLEGAS', 'SANTANDER', 'ANGELICA', 'CRISTIAN', 'Calle constinuacion 380', 'Cuatitlan', 44695, '124563655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150881', 'ZABALA', 'ACOSTA', 'JUAN', 'ALEXANDAR', 'Calle constinuacion 381', 'Huehuetoca', 54122, '120564655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150882', 'ZABALA', 'OROZCO', 'GERARDO', 'ANA', 'Calle constinuacion 382', 'Coacalco', 5199, '116565655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150883', 'ZAJIA', 'GELVEZ', 'GUSTAVO', 'SANDRA', 'Calle constinuacion 383', 'Tultitlan', 58999, '112566655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150884', 'ZAMBRANO', 'LINARES', 'BIBIANA', 'CATALINA', 'Calle constinuacion 384', 'Cuatitlan', 57211, '108567655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150885', 'ZAMBRANO', 'RODR', 'MARIUXIS', 'OLGA', 'Calle constinuacion 385', 'Naucalpan', 55423, '104568655.7', '104568655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150886', 'ZAMORANO', 'P', 'MAR', 'ROSA', 'Calle constinuacion 386', 'Huehuetoca', 53635, '100569655.7', '100569655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150887', 'ZAPATA', 'DUQUE', 'RAMON', 'ISABEL', 'Calle constinuacion 387', 'Coacalco', 51847, '559120989', '559120989', '15/16');
INSERT INTO `alumno` VALUES ('20150888', 'ZAPATA', 'L', 'GLORIA', 'LETTY', 'Calle constinuacion 388', 'Tultitlan', 50059, '559122989', '559122989', '15/16');
INSERT INTO `alumno` VALUES ('20150889', 'ZAPATA', 'QUINTERO', 'CRISTIAN', 'MARTHA', 'Calle constinuacion 389', 'Cuatitlan', 48271, '551122989', '551122989', '15/16');
INSERT INTO `alumno` VALUES ('20150890', 'ZAPATA', 'RAM', 'ALEXANDAR', 'EDNA', 'Calle constinuacion 390', 'Naucalpan', 46483, '548457655.7', '548457655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150891', 'ZAPATA', 'TABARES', 'ANA', 'LUZ', 'Calle constinuacion 391', 'Huehuetoca', 44695, '544458655.7', '544458655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150892', 'ZAPATA', 'VARGAS', 'SANDRA', 'LILIANA', 'Calle constinuacion 392', 'Coacalco', 42907, '540459655.7', '540459655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150893', 'ZORRILLA', 'FUENTES', 'CATALINA', 'CUERVO', 'Calle constinuacion 393', 'Tultitlan', 41119, '536460655.7', '536460655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150894', 'ZULETA', 'URIBE', 'OLGA', 'NELSON', 'Calle constinuacion 394', 'Cuatitlan', 39331, '532461655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150895', 'ZULUAGA', 'VARGAS', 'ROSA', 'JOS', 'Calle constinuacion 395', 'Naucalpan', 37543, '528462655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150896', 'ZULUAGA', 'VELEZ', 'ISABEL', 'LIZ', 'Calle constinuacion 396', 'Huehuetoca', 35755, '524463655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150897', 'YENNY', 'REYES', 'LETTY', 'YANED', 'Calle constinuacion 397', 'Coacalco', 33967, '520464655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150898', 'ANDRADE', 'RHENALS', 'MARTHA', 'JESUS', 'Calle constinuacion 398', 'Tultitlan', 32179, '516465655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150899', 'D', 'RICCI', 'EDNA', 'WILSON', 'Calle constinuacion 399', 'Cuatitlan', 30391, '512466655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150900', 'GARC', 'RINC', 'LUZ', 'EDGAR', 'Calle constinuacion 400', 'Huehuetoca', 28603, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150901', 'MANCHEGO', 'RINC', 'LILIANA', 'MAR', 'Calle constinuacion 401', 'Coacalco', 26815, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150902', 'DONALD', 'R', 'CUERVO', 'ANGE', 'Calle constinuacion 402', 'Tultitlan', 25027, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150903', 'PINZ', 'R', 'NELSON', 'ERIKA', 'Calle constinuacion 403', 'Cuatitlan', 23239, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150904', 'BOTERO', 'R', 'JOS', 'MIGUEL', 'Calle constinuacion 404', 'Naucalpan', 21451, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150905', 'ESCOBAR', 'R', 'LIZ', 'LU', 'Calle constinuacion 405', 'Huehuetoca', 19663, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150906', 'LONDO', 'R', 'YANED', 'LILIANA', 'Calle constinuacion 406', 'Coacalco', 17875, '559120989', '559120989', '15/16');
INSERT INTO `alumno` VALUES ('20150907', 'RENGIFO', 'R', 'JESUS', 'GUSTAVO', 'Calle constinuacion 407', 'Tultitlan', 16087, '559122989', '559122989', '15/16');
INSERT INTO `alumno` VALUES ('20150908', 'RESTREPO', 'RIVERA', 'WILSON', 'MIGUEL', 'Calle constinuacion 408', 'Cuatitlan', 14299, '551122989', '551122989', '15/16');
INSERT INTO `alumno` VALUES ('20150909', 'HERNANDEZ', 'RIVERA', 'EDGAR', 'LUZ', 'Calle constinuacion 409', 'Naucalpan', 12511, '548457655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150910', 'MESA', 'RIVERA', 'MAR', 'LU', 'Calle constinuacion 410', 'Huehuetoca', 10723, '544458655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150911', 'ARANGO', 'RIVERA', 'ANGE', 'BEATRIZ', 'Calle constinuacion 411', 'Coacalco', 58999, '540459655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150912', 'ARIZA', 'RIVEROS', 'ERIKA', 'CLAUDIA', 'Calle constinuacion 412', 'Tultitlan', 57211, '536460655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150913', 'ESCALANTE', 'RIVEROS', 'MIGUEL', 'MAR', 'Calle constinuacion 413', 'Cuatitlan', 55423, '532461655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150914', 'FORERO', 'ROBLEDO', 'LU', 'ANA', 'Calle constinuacion 414', 'Naucalpan', 53635, '528462655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150915', 'G', 'ROBLES', 'LILIANA', 'EUCARIS', 'Calle constinuacion 415', 'Huehuetoca', 51847, '524463655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150916', 'GORDILLO', 'RODAS', 'GUSTAVO', 'GERMAN', 'Calle constinuacion 416', 'Coacalco', 50059, '520464655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150917', 'GUZM', 'RODERO', 'MIGUEL', 'ANGELICA', 'Calle constinuacion 417', 'Tultitlan', 48271, '516465655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150918', 'MART', 'RODR', 'LUZ', 'JUAN', 'Calle constinuacion 418', 'Cuatitlan', 46483, '512466655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150919', 'MORA', 'RODR', 'LU', 'RUGGIERO', 'Calle constinuacion 419', 'Huehuetoca', 44695, '508467655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150920', 'PACHECO', 'RODR', 'BEATRIZ', 'MAR', 'Calle constinuacion 420', 'Coacalco', 42907, '504468655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150921', 'PARRA', 'RODR', 'CLAUDIA', 'EDNA', 'Calle constinuacion 421', 'Tultitlan', 41119, '500469655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150922', 'RUGE', 'RODR', 'MAR', 'ADRIANA', 'Calle constinuacion 422', 'Cuatitlan', 39331, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150923', 'TORO', 'RODR', 'ANA', 'RICARDO', 'Calle constinuacion 423', 'Naucalpan', 37543, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150924', 'LOZANO', 'RODR', 'EUCARIS', 'JAIME', 'Calle constinuacion 424', 'Huehuetoca', 35755, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150925', 'CAMPOS', 'RODRIGEZ', 'GERMAN', 'LU', 'Calle constinuacion 425', 'Coacalco', 33967, '484473655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150926', 'CORTEZ', 'RODR', 'ANGELICA', 'BEATRIZ', 'Calle constinuacion 426', 'Tultitlan', 32179, '480474655.7', '480474655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150927', 'CORT', 'RODR', 'JUAN', 'JULIAN', 'Calle constinuacion 427', 'Cuatitlan', 30391, '476475655.7', '476475655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150928', 'DI', 'RODR', 'RUGGIERO', 'ANTONIO', 'Calle constinuacion 428', 'Naucalpan', 28603, '472476655.7', '472476655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150929', 'VILLA', 'RODR', 'MAR', 'SANDRA', 'Calle constinuacion 429', 'Huehuetoca', 42907, '468477655.7', '468477655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150930', 'BERMUDEZ', 'ROJAS', 'EDNA', 'LU', 'Calle constinuacion 430', 'Coacalco', 41119, '464478655.7', '464478655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150931', 'QUIROGA', 'ROJAS', 'ADRIANA', 'ARMANDO', 'Calle constinuacion 431', 'Tultitlan', 39331, '460479655.7', '460479655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150932', 'QUIROGA', 'ROJAS', 'RICARDO', 'SILVA', 'Calle constinuacion 432', 'Cuatitlan', 37543, '456480655.7', '456480655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150933', 'BETANCUR', 'ROJAS', 'JAIME', 'VALERIA', 'Calle constinuacion 433', 'Naucalpan', 35755, '452481655.7', '452481655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150934', 'BOTERO', 'ROJAS', 'LU', 'STUARTH', 'Calle constinuacion 434', 'Huehuetoca', 33967, '448482655.7', '448482655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150935', 'GALVIS', 'ROJAS', 'BEATRIZ', 'GONZ', 'Calle constinuacion 435', 'Coacalco', 32179, '444483655.7', '444483655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150936', 'GUZM', 'ROLD', 'JULIAN', 'OLGA', 'Calle constinuacion 436', 'Tultitlan', 30391, '440484655.7', '440484655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150937', 'LEMA', 'ROLD', 'ANTONIO', 'PABLO', 'Calle constinuacion 437', 'Cuatitlan', 28603, '436485655.7', '436485655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150938', 'RODR', 'ROMERO', 'SANDRA', 'JUAN', 'Calle constinuacion 438', 'Huehuetoca', 26815, '432486655.7', '432486655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150939', 'ARANGO', 'ROMERO', 'LU', 'ANA', 'Calle constinuacion 439', 'Coacalco', 25027, '428487655.7', '428487655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150940', 'CASTIBLANCO', 'ROMERO', 'ARMANDO', 'ANDR', 'Calle constinuacion 440', 'Tultitlan', 23239, '424488655.7', '424488655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150941', 'DE', 'ROMERO', 'SILVA', 'WILFRAN', 'Calle constinuacion 441', 'Cuatitlan', 21451, '420489655.7', '420489655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150942', 'RIVEROS', 'ROMERO', 'VALERIA', 'ISABEL', 'Calle constinuacion 442', 'Naucalpan', 19663, '416490655.7', '416490655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150943', 'CUBIDES', 'ROMERO', 'STUARTH', 'OSCAR', 'Calle constinuacion 443', 'Huehuetoca', 17875, '412491655.7', '412491655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150944', 'DE', 'ROMERO', 'GONZ', 'HECTOR', 'Calle constinuacion 444', 'Coacalco', 16087, '408492655.7', '408492655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150945', 'DIEZ', 'ROSERO', 'OLGA', 'ARMANDO', 'Calle constinuacion 445', 'Tultitlan', 50059, '404493655.7', '404493655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150946', 'OSORIO', 'ROZENTAL', 'PABLO', 'WILSON', 'Calle constinuacion 446', 'Cuatitlan', 48271, '400494655.7', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150947', 'ARRECHEA', 'ROZO', 'JUAN', 'MAR', 'Calle constinuacion 447', 'Naucalpan', 46483, '396495655.7', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150948', 'RODR', 'ROZO', 'ANA', 'MARCO', 'Calle constinuacion 448', 'Huehuetoca', 44695, '392496655.7', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150949', 'ORREGO', 'RUBIANO', 'ANDR', 'FELIX', 'Calle constinuacion 449', 'Coacalco', 42907, '388497655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150950', 'RODR', 'RUBIANO', 'WILFRAN', 'MAR', 'Calle constinuacion 450', 'Tultitlan', 41119, '384498655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150951', 'PALACIO', 'RUBIO', 'ISABEL', 'GILBERTO', 'Calle constinuacion 451', 'Cuatitlan', 39331, '380499655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150952', 'CONTETO', 'RUBIO', 'OSCAR', 'MELISSA', 'Calle constinuacion 452', 'Naucalpan', 37543, '376500655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150953', 'MONCADA', 'RUBIO', 'HECTOR', 'MARTA', 'Calle constinuacion 453', 'Huehuetoca', 35755, '372501655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150954', 'CATA', 'RUGE', 'ARMANDO', 'RECAREDO', 'Calle constinuacion 454', 'Coacalco', 33967, '368502655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150955', 'CATA', 'RUIZ', 'WILSON', 'DAVID', 'Calle constinuacion 455', 'Tultitlan', 32179, '364503655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150956', 'P', 'RUIZ', 'MAR', 'MAR', 'Calle constinuacion 456', 'Cuatitlan', 30391, '360504655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150957', 'ZAPATA', 'RUIZ', 'MARCO', 'GIOVANNI', 'Calle constinuacion 457', 'Huehuetoca', 28603, '356505655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150958', 'RODR', 'SAAVEDRA', 'FELIX', 'JUAN', 'Calle constinuacion 458', 'Coacalco', 26815, '352506655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150959', 'GIRALDO', 'S', 'MAR', 'CARLOS', 'Calle constinuacion 459', 'Tultitlan', 25027, '348507655.7', '348507655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150960', 'GIRALDO', 'S', 'GILBERTO', 'EDUARDO', 'Calle constinuacion 460', 'Cuatitlan', 23239, '344508655.7', '344508655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150961', 'G', 'SALAMANCA', 'MELISSA', 'YANED', 'Calle constinuacion 461', '', 54122, '559120989', '532461655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150962', 'P', 'SALAS', 'MARTA', 'JESUS', 'Calle constinuacion 462', '', 51991, '559122989', '528462655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150963', 'P', 'SALAZAR', 'RECAREDO', 'WILSON', 'Calle constinuacion 463', '', 58999, '551122989', '524463655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150964', 'RAM', 'SALAZAR', 'DAVID', 'EDGAR', 'Calle constinuacion 464', '', 57211, '548457655.7', '520464655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150965', 'RESTREPO', 'SALAZAR', 'MAR', 'MAR', 'Calle constinuacion 465', '', 55423, '544458655.7', '516465655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150966', 'CASTA', 'SALCEDO', 'GIOVANNI', 'ANGE', 'Calle constinuacion 466', '', 53635, '540459655.7', '512466655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150967', 'OCHOA', 'SALDARRIAGA', 'JUAN', 'ERIKA', 'Calle constinuacion 467', '', 51847, '536460655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150968', 'OLAYA', 'SALGADO', 'CARLOS', 'MIGUEL', 'Calle constinuacion 468', '', 50059, '532461655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150969', 'RUIZ', 'S', 'EDUARDO', 'LU', 'Calle constinuacion 469', '', 48271, '528462655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150970', 'CASANAS', 'S', 'GLORIA', 'LILIANA', 'Calle constinuacion 470', '', 46483, '524463655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150971', 'CARDONA', 'S', 'DIANA', 'GUSTAVO', 'Calle constinuacion 471', '', 44695, '520464655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150972', 'CARDONA', 'S', 'JUAN', 'MIGUEL', 'Calle constinuacion 472', '', 42907, '516465655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150973', 'LEAL', 'S', 'MAR', 'LUZ', 'Calle constinuacion 473', '', 41119, '512466655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150974', 'G', 'S', 'MARCO', 'LU', 'Calle constinuacion 474', '', 39331, '508467655.7', '508467655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150975', 'SANTANDER', 'SANCLEMENTE', 'JOAQUIN', 'BEATRIZ', 'Calle constinuacion 475', '', 37543, '504468655.7', '504468655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150976', 'ACOSTA', 'SANCLEMENTE', 'WALTER', 'CLAUDIA', 'Calle constinuacion 476', '', 35755, '500469655.7', '500469655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150977', 'OROZCO', 'SANDOVAL', 'ANGELA', 'MAR', 'Calle constinuacion 477', '', 33967, '496470655.7', '496470655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150978', 'GELVEZ', 'SANDOVAL', 'MAGDA', 'ANA', 'Calle constinuacion 478', '', 32179, '492471655.7', '492471655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150979', 'LINARES', 'SANGUINO', 'WILLIAM', 'EUCARIS', 'Calle constinuacion 479', '', 30391, '488472655.7', '488472655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150980', 'RODR', 'SANTANA', 'LIBARDO', 'GERMAN', 'Calle constinuacion 480', '', 28603, '484473655.7', '484473655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150981', 'P', 'SANTIAGO', 'SARA', 'ANGELICA', 'Calle constinuacion 481', '', 26815, '480474655.7', '480474655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150982', 'VELASCO', 'SANTIAGO', 'CESAR', 'JUAN', 'Calle constinuacion 482', '', 25027, '476475655.7', '476475655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150983', 'VEL', 'SARABIA', 'NINI', 'RUGGIERO', 'Calle constinuacion 483', '', 23239, '472476655.7', '472476655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150984', 'VEL', 'SARMIENTO', 'ALVARO', 'MAR', 'Calle constinuacion 484', '', 21451, '468477655.7', '468477655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150985', 'VEL', 'SARMIENTO', 'JHULIANA', 'EDNA', 'Calle constinuacion 485', '', 19663, '464478655.7', '464478655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150986', 'VEL', 'SATIZABAL', 'YAMIL', 'ADRIANA', 'Calle constinuacion 486', '', 17875, '460479655.7', '460479655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150987', 'VEL', 'SCHIFER', 'DIEGO', 'RICARDO', 'Calle constinuacion 487', '', 16087, '456480655.7', '456480655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150988', 'VELEZ', 'SCHIMJAWICZ', 'MAR', 'JAIME', 'Calle constinuacion 488', '', 14299, '452481655.7', '452481655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150989', 'VELEZ', 'SEDAN', 'MONICA', 'LU', 'Calle constinuacion 489', '', 12511, '448482655.7', '448482655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150990', 'VERGARA', 'SEGRERA', 'ISMAEL', 'BEATRIZ', 'Calle constinuacion 490', '', 10723, '444483655.7', '444483655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150991', 'VERGARA', 'SEGURA', 'CARRILLO', 'JULIAN', 'Calle constinuacion 491', '', 58999, '440484655.7', '440484655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150992', 'VICTORIA', 'SEGURA', 'WILIAM', 'ANTONIO', 'Calle constinuacion 492', '', 57211, '436485655.7', '436485655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150993', 'OROZCO', 'SEGURA', 'ANDREA', 'SANDRA', 'Calle constinuacion 493', '', 55423, '432486655.7', '432486655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150994', 'GELVEZ', 'SEPULVEDA', 'VICTOR', 'LU', 'Calle constinuacion 494', '', 53635, '428487655.7', '428487655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150995', 'LINARES', 'SERRANO', 'JOS', 'ARMANDO', 'Calle constinuacion 495', '', 51847, '424488655.7', '424488655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150996', 'RODR', 'SERRANO', 'ALVARO', 'SILVA', 'Calle constinuacion 496', '', 50059, '420489655.7', '420489655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150997', 'P', 'SERRANO', 'CAROLINA', 'VALERIA', 'Calle constinuacion 497', '', 48271, '416490655.7', '416490655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150998', 'VEL', 'SERRANO', 'GINA', 'STUARTH', 'Calle constinuacion 498', '', 46483, '412491655.7', '412491655.7', '15/16');
INSERT INTO `alumno` VALUES ('20150999', 'VEL', 'SIERRA', 'JUAN', 'GONZ', 'Calle constinuacion 499', '', 44695, '408492655.7', '408492655.7', '15/16');
INSERT INTO `alumno` VALUES ('20151000', 'VEL', 'SILVA', 'PAULA', 'OLGA', 'Calle constinuacion 500', '', 42907, '404493655.7', '532461655.7', '15/16');
